Date/Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Time
2021-01-01 00:00,-2.8,-4.6,87.0,0.0,13.0,5.0,16.1,100.63,2021-01-01 00:00:00
2021-01-01 01:00,-1.7,-5.2,77.0,0.0,12.0,8.0,16.1,100.6,2021-01-01 01:00:00
2021-01-01 02:00,-1.9,-4.9,80.0,0.0,10.0,9.0,16.1,100.56,2021-01-01 02:00:00
2021-01-01 03:00,-2.2,-5.0,81.0,0.0,14.0,9.0,16.1,100.6,2021-01-01 03:00:00
2021-01-01 04:00,-1.2,-4.1,81.0,0.0,14.0,9.0,16.1,100.52,2021-01-01 04:00:00
2021-01-01 05:00,-0.4,-3.6,79.0,0.0,13.0,11.0,16.1,100.47,2021-01-01 05:00:00
2021-01-01 06:00,-1.5,-4.2,82.0,0.0,9.0,15.0,16.1,100.38,2021-01-01 06:00:00
2021-01-01 07:00,-0.9,-3.7,81.0,0.0,11.0,17.0,16.1,100.4,2021-01-01 07:00:00
2021-01-01 08:00,-0.7,-3.4,82.0,0.0,11.0,17.0,16.1,100.29,2021-01-01 08:00:00
2021-01-01 09:00,-0.4,-2.9,83.0,0.0,11.0,21.0,16.1,100.19,2021-01-01 09:00:00
2021-01-01 10:00,-0.1,-2.6,83.0,0.0,10.0,26.0,16.1,100.12,2021-01-01 10:00:00
2021-01-01 11:00,0.3,-2.3,83.0,0.0,9.0,26.0,16.1,99.93,2021-01-01 11:00:00
2021-01-01 12:00,0.4,-2.5,81.0,0.0,11.0,32.0,16.1,99.83,2021-01-01 12:00:00
2021-01-01 13:00,0.6,-2.3,81.0,0.0,9.0,28.0,16.1,99.5,2021-01-01 13:00:00
2021-01-01 14:00,0.5,-1.3,88.0,0.5,10.0,28.0,16.1,99.36,2021-01-01 14:00:00
2021-01-01 15:00,0.4,-0.8,92.0,2.2,9.0,24.0,8.1,99.46,2021-01-01 15:00:00
2021-01-01 16:00,0.4,-0.3,95.0,2.0,8.0,37.0,16.1,99.13,2021-01-01 16:00:00
2021-01-01 17:00,0.4,-0.5,94.0,0.0,9.0,41.0,16.1,99.03,2021-01-01 17:00:00
2021-01-01 18:00,0.3,-0.4,95.0,0.0,9.0,37.0,14.5,98.86,2021-01-01 18:00:00
2021-01-01 19:00,0.7,0.3,97.0,0.2,10.0,37.0,14.5,98.73,2021-01-01 19:00:00
2021-01-01 20:00,1.1,0.8,98.0,0.2,10.0,30.0,9.7,98.63,2021-01-01 20:00:00
2021-01-01 21:00,1.7,1.4,98.0,0.8,9.0,28.0,9.7,98.41,2021-01-01 21:00:00
2021-01-01 22:00,2.1,1.8,98.0,0.0,10.0,22.0,16.1,98.28,2021-01-01 22:00:00
2021-01-01 23:00,2.2,2.1,99.0,2.2,10.0,18.0,12.9,98.23,2021-01-01 23:00:00
2021-01-02 00:00,2.4,2.3,99.0,0.8,11.0,13.0,9.7,98.18,2021-01-02 00:00:00
2021-01-02 01:00,0.9,0.8,99.0,2.0,36.0,17.0,4.8,98.18,2021-01-02 01:00:00
2021-01-02 02:00,0.1,0.0,99.0,1.2,36.0,21.0,12.9,98.26,2021-01-02 02:00:00
2021-01-02 03:00,0.2,-0.1,98.0,0.2,34.0,21.0,4.8,98.49,2021-01-02 03:00:00
2021-01-02 04:00,0.2,-0.1,98.0,0.0,31.0,13.0,8.1,98.64,2021-01-02 04:00:00
2021-01-02 05:00,0.3,0.0,98.0,0.0,32.0,17.0,14.5,98.73,2021-01-02 05:00:00
2021-01-02 06:00,0.5,0.1,97.0,0.0,30.0,18.0,9.7,98.95,2021-01-02 06:00:00
2021-01-02 07:00,0.5,0.2,98.0,0.0,31.0,17.0,16.1,99.1,2021-01-02 07:00:00
2021-01-02 08:00,0.7,0.6,99.0,0.0,30.0,15.0,8.1,99.25,2021-01-02 08:00:00
2021-01-02 09:00,1.0,0.4,96.0,0.0,32.0,15.0,16.1,99.34,2021-01-02 09:00:00
2021-01-02 10:00,1.4,0.7,95.0,0.0,32.0,9.0,16.1,99.44,2021-01-02 10:00:00
2021-01-02 11:00,1.7,1.0,95.0,0.0,30.0,8.0,16.1,99.49,2021-01-02 11:00:00
2021-01-02 12:00,2.0,1.1,94.0,0.0,32.0,4.0,16.1,99.42,2021-01-02 12:00:00
2021-01-02 13:00,2.4,1.4,93.0,0.0,30.0,8.0,16.1,99.42,2021-01-02 13:00:00
2021-01-02 14:00,2.7,1.4,91.0,0.0,26.0,8.0,16.1,99.47,2021-01-02 14:00:00
2021-01-02 15:00,2.3,1.4,94.0,0.0,35.0,9.0,16.1,99.5,2021-01-02 15:00:00
2021-01-02 16:00,2.1,1.5,96.0,0.0,36.0,8.0,16.1,99.55,2021-01-02 16:00:00
2021-01-02 17:00,2.0,1.3,95.0,0.0,,4.0,16.1,99.6,2021-01-02 17:00:00
2021-01-02 18:00,1.8,0.2,89.0,0.0,11.0,8.0,16.1,99.62,2021-01-02 18:00:00
2021-01-02 19:00,1.7,-0.2,87.0,0.0,10.0,9.0,16.1,99.61,2021-01-02 19:00:00
2021-01-02 20:00,1.7,-0.2,87.0,0.0,9.0,9.0,16.1,99.52,2021-01-02 20:00:00
2021-01-02 21:00,1.6,-0.2,88.0,0.0,10.0,9.0,16.1,99.45,2021-01-02 21:00:00
2021-01-02 22:00,1.7,0.1,89.0,0.0,13.0,9.0,16.1,99.38,2021-01-02 22:00:00
2021-01-02 23:00,1.5,-0.3,88.0,0.0,12.0,17.0,16.1,99.33,2021-01-02 23:00:00
2021-01-03 00:00,1.2,-0.1,91.0,0.0,13.0,13.0,16.1,99.34,2021-01-03 00:00:00
2021-01-03 01:00,1.0,0.0,93.0,0.0,10.0,13.0,16.1,99.26,2021-01-03 01:00:00
2021-01-03 02:00,0.8,-0.1,94.0,0.0,8.0,15.0,16.1,99.12,2021-01-03 02:00:00
2021-01-03 03:00,0.8,0.2,96.0,0.0,9.0,13.0,16.1,99.14,2021-01-03 03:00:00
2021-01-03 04:00,1.0,0.7,98.0,0.0,11.0,9.0,16.1,99.03,2021-01-03 04:00:00
2021-01-03 05:00,0.9,0.5,97.0,0.0,8.0,18.0,8.1,98.98,2021-01-03 05:00:00
2021-01-03 06:00,0.5,0.4,99.0,0.5,11.0,9.0,8.1,98.97,2021-01-03 06:00:00
2021-01-03 07:00,0.5,0.4,99.0,0.8,12.0,11.0,16.1,98.96,2021-01-03 07:00:00
2021-01-03 08:00,0.9,0.8,99.0,0.0,12.0,11.0,16.1,98.95,2021-01-03 08:00:00
2021-01-03 09:00,1.3,1.2,99.0,0.0,12.0,8.0,16.1,98.95,2021-01-03 09:00:00
2021-01-03 10:00,1.7,1.6,99.0,0.0,11.0,8.0,16.1,98.94,2021-01-03 10:00:00
2021-01-03 11:00,2.1,2.0,99.0,0.0,14.0,9.0,6.4,98.94,2021-01-03 11:00:00
2021-01-03 12:00,2.5,2.4,99.0,0.0,20.0,9.0,8.1,98.9,2021-01-03 12:00:00
2021-01-03 13:00,3.1,2.4,95.0,0.0,26.0,15.0,16.1,98.84,2021-01-03 13:00:00
2021-01-03 14:00,3.8,2.4,90.0,0.0,27.0,18.0,16.1,98.87,2021-01-03 14:00:00
2021-01-03 15:00,3.3,2.0,91.0,0.0,29.0,13.0,16.1,98.94,2021-01-03 15:00:00
2021-01-03 16:00,2.9,2.0,94.0,0.0,24.0,17.0,16.1,98.98,2021-01-03 16:00:00
2021-01-03 17:00,2.4,1.7,95.0,0.0,26.0,11.0,16.1,99.04,2021-01-03 17:00:00
2021-01-03 18:00,1.4,1.0,97.0,0.5,29.0,9.0,8.1,99.08,2021-01-03 18:00:00
2021-01-03 19:00,1.5,1.4,99.0,0.0,30.0,11.0,2.8,99.13,2021-01-03 19:00:00
2021-01-03 20:00,1.2,1.1,99.0,0.0,32.0,11.0,12.9,99.19,2021-01-03 20:00:00
2021-01-03 21:00,1.3,0.7,96.0,0.0,32.0,4.0,16.1,99.22,2021-01-03 21:00:00
2021-01-03 22:00,1.3,0.9,97.0,0.0,31.0,8.0,12.9,99.24,2021-01-03 22:00:00
2021-01-03 23:00,1.0,0.7,98.0,0.0,35.0,11.0,4.8,99.23,2021-01-03 23:00:00
2021-01-04 00:00,1.0,0.4,96.0,0.0,34.0,9.0,16.1,99.22,2021-01-04 00:00:00
2021-01-04 01:00,0.8,0.1,95.0,0.0,36.0,4.0,16.1,99.21,2021-01-04 01:00:00
2021-01-04 02:00,0.8,0.2,96.0,0.0,31.0,11.0,12.9,99.25,2021-01-04 02:00:00
2021-01-04 03:00,0.9,-0.3,92.0,0.0,31.0,11.0,16.1,99.27,2021-01-04 03:00:00
2021-01-04 04:00,0.9,-0.4,91.0,0.0,36.0,11.0,16.1,99.29,2021-01-04 04:00:00
2021-01-04 05:00,0.7,-0.1,94.0,0.0,,0.0,16.1,99.29,2021-01-04 05:00:00
2021-01-04 06:00,0.7,-0.2,94.0,0.0,25.0,5.0,16.1,99.34,2021-01-04 06:00:00
2021-01-04 07:00,0.7,0.1,96.0,0.0,28.0,5.0,9.7,99.38,2021-01-04 07:00:00
2021-01-04 08:00,0.6,0.0,96.0,0.0,28.0,8.0,9.7,99.4,2021-01-04 08:00:00
2021-01-04 09:00,0.8,0.2,96.0,0.0,26.0,5.0,9.7,99.42,2021-01-04 09:00:00
2021-01-04 10:00,1.0,-0.5,90.0,0.0,26.0,8.0,16.1,99.43,2021-01-04 10:00:00
2021-01-04 11:00,1.3,-0.6,87.0,0.0,26.0,9.0,16.1,99.38,2021-01-04 11:00:00
2021-01-04 12:00,1.6,-0.3,87.0,0.0,28.0,13.0,16.1,99.28,2021-01-04 12:00:00
2021-01-04 13:00,1.8,-0.6,84.0,0.0,25.0,9.0,16.1,99.17,2021-01-04 13:00:00
2021-01-04 14:00,2.1,-0.3,84.0,0.0,23.0,11.0,16.1,99.12,2021-01-04 14:00:00
2021-01-04 15:00,2.0,0.0,87.0,0.0,24.0,15.0,16.1,99.12,2021-01-04 15:00:00
2021-01-04 16:00,1.5,-0.9,84.0,0.0,24.0,21.0,16.1,99.15,2021-01-04 16:00:00
2021-01-04 17:00,1.2,-0.7,87.0,0.0,23.0,13.0,16.1,99.17,2021-01-04 17:00:00
2021-01-04 18:00,1.0,-0.5,90.0,0.0,24.0,15.0,16.1,99.18,2021-01-04 18:00:00
2021-01-04 19:00,0.9,-0.6,90.0,0.0,24.0,8.0,16.1,99.15,2021-01-04 19:00:00
2021-01-04 20:00,0.9,-0.4,91.0,0.0,25.0,11.0,16.1,99.12,2021-01-04 20:00:00
2021-01-04 21:00,0.9,-0.9,88.0,0.0,24.0,13.0,16.1,99.08,2021-01-04 21:00:00
2021-01-04 22:00,0.8,-1.0,88.0,0.0,25.0,11.0,16.1,99.01,2021-01-04 22:00:00
2021-01-04 23:00,0.5,-0.8,91.0,0.0,25.0,8.0,16.1,98.97,2021-01-04 23:00:00
2021-01-05 00:00,0.5,-1.4,87.0,0.0,24.0,11.0,16.1,98.95,2021-01-05 00:00:00
2021-01-05 01:00,0.2,-2.4,83.0,0.0,25.0,11.0,16.1,98.95,2021-01-05 01:00:00
2021-01-05 02:00,0.0,-2.3,85.0,0.0,25.0,11.0,16.1,98.94,2021-01-05 02:00:00
2021-01-05 03:00,-0.1,-2.2,86.0,0.0,22.0,11.0,16.1,98.97,2021-01-05 03:00:00
2021-01-05 04:00,-0.2,-2.7,84.0,0.0,24.0,8.0,16.1,98.96,2021-01-05 04:00:00
2021-01-05 05:00,-0.3,-2.6,85.0,0.0,31.0,4.0,16.1,98.95,2021-01-05 05:00:00
2021-01-05 06:00,-0.3,-2.3,86.0,0.0,,4.0,16.1,98.99,2021-01-05 06:00:00
2021-01-05 07:00,-0.5,-2.4,87.0,0.0,34.0,8.0,16.1,99.05,2021-01-05 07:00:00
2021-01-05 08:00,-0.5,-2.5,86.0,0.0,33.0,8.0,16.1,99.07,2021-01-05 08:00:00
2021-01-05 09:00,-0.4,-2.2,88.0,0.0,34.0,8.0,16.1,99.11,2021-01-05 09:00:00
2021-01-05 10:00,-0.1,-2.3,85.0,0.0,36.0,5.0,16.1,99.14,2021-01-05 10:00:00
2021-01-05 11:00,0.1,-2.6,82.0,0.0,,4.0,16.1,99.15,2021-01-05 11:00:00
2021-01-05 12:00,0.4,-1.8,85.0,0.0,28.0,13.0,16.1,99.14,2021-01-05 12:00:00
2021-01-05 13:00,0.3,-1.3,89.0,0.0,30.0,15.0,16.1,99.13,2021-01-05 13:00:00
2021-01-05 14:00,0.4,-0.6,93.0,0.0,31.0,11.0,4.0,99.15,2021-01-05 14:00:00
2021-01-05 15:00,0.4,-0.9,91.0,0.0,32.0,13.0,6.4,99.22,2021-01-05 15:00:00
2021-01-05 16:00,0.4,-0.8,92.0,0.0,33.0,13.0,4.8,99.32,2021-01-05 16:00:00
2021-01-05 17:00,0.3,-0.6,94.0,0.2,34.0,9.0,6.4,99.39,2021-01-05 17:00:00
2021-01-05 18:00,0.2,-0.8,93.0,0.0,33.0,9.0,16.1,99.45,2021-01-05 18:00:00
2021-01-05 19:00,0.1,-1.1,92.0,0.0,35.0,9.0,11.3,99.52,2021-01-05 19:00:00
2021-01-05 20:00,0.0,-1.1,92.0,0.0,1.0,9.0,11.3,99.56,2021-01-05 20:00:00
2021-01-05 21:00,0.0,-1.1,92.0,0.0,31.0,8.0,14.5,99.65,2021-01-05 21:00:00
2021-01-05 22:00,0.0,-0.7,95.0,0.0,31.0,8.0,9.7,99.69,2021-01-05 22:00:00
2021-01-05 23:00,-0.1,-0.7,96.0,0.0,33.0,13.0,6.4,99.74,2021-01-05 23:00:00
2021-01-06 00:00,0.0,-0.6,96.0,0.0,34.0,13.0,8.1,99.77,2021-01-06 00:00:00
2021-01-06 01:00,0.0,-0.6,96.0,0.0,33.0,15.0,9.7,99.79,2021-01-06 01:00:00
2021-01-06 02:00,0.0,-0.7,95.0,0.0,33.0,13.0,9.7,99.82,2021-01-06 02:00:00
2021-01-06 03:00,0.1,-0.6,95.0,0.0,34.0,9.0,9.7,99.85,2021-01-06 03:00:00
2021-01-06 04:00,0.1,-0.8,94.0,0.0,33.0,5.0,9.7,99.88,2021-01-06 04:00:00
2021-01-06 05:00,0.1,-0.5,96.0,0.0,31.0,5.0,8.1,99.9,2021-01-06 05:00:00
2021-01-06 06:00,0.1,-0.3,97.0,0.0,30.0,8.0,8.1,99.96,2021-01-06 06:00:00
2021-01-06 07:00,0.2,-0.2,97.0,0.0,30.0,5.0,4.0,100.03,2021-01-06 07:00:00
2021-01-06 08:00,0.3,-0.1,97.0,0.0,26.0,5.0,6.4,100.07,2021-01-06 08:00:00
2021-01-06 09:00,0.6,0.2,97.0,0.0,30.0,13.0,6.4,100.16,2021-01-06 09:00:00
2021-01-06 10:00,1.0,0.1,94.0,0.0,32.0,11.0,11.3,100.19,2021-01-06 10:00:00
2021-01-06 11:00,0.7,0.3,97.0,0.0,34.0,11.0,3.2,100.19,2021-01-06 11:00:00
2021-01-06 12:00,1.2,0.8,97.0,0.2,35.0,13.0,6.4,100.18,2021-01-06 12:00:00
2021-01-06 13:00,1.7,0.8,94.0,0.0,35.0,11.0,11.3,100.16,2021-01-06 13:00:00
2021-01-06 14:00,2.0,0.1,88.0,0.0,3.0,11.0,16.1,100.13,2021-01-06 14:00:00
2021-01-06 15:00,3.1,-1.2,73.0,0.0,3.0,11.0,16.1,100.13,2021-01-06 15:00:00
2021-01-06 16:00,2.2,-1.7,76.0,0.0,35.0,5.0,16.1,100.19,2021-01-06 16:00:00
2021-01-06 17:00,2.2,-0.9,80.0,0.0,31.0,5.0,16.1,100.25,2021-01-06 17:00:00
2021-01-06 18:00,1.7,-0.7,84.0,0.0,34.0,9.0,16.1,100.31,2021-01-06 18:00:00
2021-01-06 19:00,1.5,-0.6,86.0,0.0,33.0,8.0,16.1,100.32,2021-01-06 19:00:00
2021-01-06 20:00,1.0,-0.3,91.0,0.0,34.0,8.0,16.1,100.32,2021-01-06 20:00:00
2021-01-06 21:00,0.9,0.0,94.0,0.0,31.0,5.0,16.1,100.32,2021-01-06 21:00:00
2021-01-06 22:00,1.1,-0.2,91.0,0.0,31.0,8.0,16.1,100.32,2021-01-06 22:00:00
2021-01-06 23:00,1.0,0.0,93.0,0.0,36.0,11.0,16.1,100.31,2021-01-06 23:00:00
2021-01-07 00:00,0.6,-0.1,95.0,0.0,35.0,9.0,16.1,100.3,2021-01-07 00:00:00
2021-01-07 01:00,0.4,-0.3,95.0,0.0,1.0,11.0,16.1,100.3,2021-01-07 01:00:00
2021-01-07 02:00,0.4,-0.2,96.0,0.0,36.0,8.0,16.1,100.3,2021-01-07 02:00:00
2021-01-07 03:00,0.4,0.0,97.0,0.0,35.0,13.0,16.1,100.33,2021-01-07 03:00:00
2021-01-07 04:00,0.3,-0.1,97.0,0.0,36.0,13.0,14.5,100.3,2021-01-07 04:00:00
2021-01-07 05:00,0.2,-0.1,98.0,0.0,1.0,13.0,16.1,100.27,2021-01-07 05:00:00
2021-01-07 06:00,0.3,-1.6,87.0,0.0,3.0,11.0,16.1,100.32,2021-01-07 06:00:00
2021-01-07 07:00,0.2,-3.0,79.0,0.0,4.0,17.0,16.1,100.37,2021-01-07 07:00:00
2021-01-07 08:00,-0.1,-3.0,81.0,0.0,3.0,15.0,16.1,100.38,2021-01-07 08:00:00
2021-01-07 09:00,0.0,-3.0,80.0,0.0,4.0,13.0,16.1,100.42,2021-01-07 09:00:00
2021-01-07 10:00,-0.5,-4.0,77.0,0.0,4.0,22.0,16.1,100.43,2021-01-07 10:00:00
2021-01-07 11:00,-0.5,-3.6,80.0,0.0,3.0,22.0,16.1,100.39,2021-01-07 11:00:00
2021-01-07 12:00,-0.9,-3.5,83.0,0.0,5.0,15.0,16.1,100.32,2021-01-07 12:00:00
2021-01-07 13:00,-0.6,-3.5,81.0,0.0,4.0,11.0,16.1,100.29,2021-01-07 13:00:00
2021-01-07 14:00,-0.1,-3.4,79.0,0.0,3.0,11.0,16.1,100.25,2021-01-07 14:00:00
2021-01-07 15:00,0.6,-3.4,74.0,0.0,3.0,11.0,16.1,100.21,2021-01-07 15:00:00
2021-01-07 16:00,0.8,-3.4,74.0,0.0,3.0,21.0,16.1,100.18,2021-01-07 16:00:00
2021-01-07 17:00,-0.3,-3.5,79.0,0.0,3.0,13.0,16.1,100.18,2021-01-07 17:00:00
2021-01-07 18:00,-0.8,-3.9,80.0,0.0,3.0,13.0,16.1,100.21,2021-01-07 18:00:00
2021-01-07 19:00,-1.4,-4.3,81.0,0.0,3.0,8.0,16.1,100.21,2021-01-07 19:00:00
2021-01-07 20:00,-1.6,-4.3,82.0,0.0,3.0,13.0,16.1,100.18,2021-01-07 20:00:00
2021-01-07 21:00,-1.8,-4.0,85.0,0.0,4.0,15.0,16.1,100.16,2021-01-07 21:00:00
2021-01-07 22:00,-2.2,-3.9,88.0,0.0,3.0,11.0,16.1,100.14,2021-01-07 22:00:00
2021-01-07 23:00,-2.5,-4.1,89.0,0.0,3.0,13.0,16.1,100.12,2021-01-07 23:00:00
2021-01-08 00:00,-3.1,-4.5,90.0,0.0,4.0,13.0,16.1,100.07,2021-01-08 00:00:00
2021-01-08 01:00,-3.4,-5.0,89.0,0.0,3.0,17.0,16.1,99.99,2021-01-08 01:00:00
2021-01-08 02:00,-4.1,-5.7,89.0,0.0,2.0,13.0,16.1,99.99,2021-01-08 02:00:00
2021-01-08 03:00,-4.6,-6.0,90.0,0.0,3.0,18.0,16.1,99.98,2021-01-08 03:00:00
2021-01-08 04:00,-5.2,-6.5,91.0,0.0,3.0,17.0,16.1,99.91,2021-01-08 04:00:00
2021-01-08 05:00,-5.5,-6.7,91.0,0.0,3.0,21.0,16.1,99.86,2021-01-08 05:00:00
2021-01-08 06:00,-5.8,-7.0,91.0,0.0,2.0,13.0,16.1,99.85,2021-01-08 06:00:00
2021-01-08 07:00,-5.8,-7.0,91.0,0.0,2.0,11.0,16.1,99.89,2021-01-08 07:00:00
2021-01-08 08:00,-6.2,-7.3,92.0,0.0,1.0,11.0,16.1,99.89,2021-01-08 08:00:00
2021-01-08 09:00,-6.1,-6.9,94.0,0.0,2.0,22.0,16.1,99.9,2021-01-08 09:00:00
2021-01-08 10:00,-5.3,-6.1,94.0,0.0,2.0,28.0,16.1,99.92,2021-01-08 10:00:00
2021-01-08 11:00,-5.7,-6.2,96.0,0.0,3.0,18.0,16.1,99.9,2021-01-08 11:00:00
2021-01-08 12:00,-4.5,-5.2,95.0,0.0,2.0,21.0,16.1,99.81,2021-01-08 12:00:00
2021-01-08 13:00,-4.3,-5.6,91.0,0.0,2.0,17.0,16.1,99.72,2021-01-08 13:00:00
2021-01-08 14:00,-4.7,-5.8,92.0,0.0,3.0,21.0,16.1,99.68,2021-01-08 14:00:00
2021-01-08 15:00,-4.6,-5.7,92.0,0.0,1.0,21.0,16.1,99.67,2021-01-08 15:00:00
2021-01-08 16:00,-4.5,-5.5,93.0,0.0,2.0,17.0,16.1,99.68,2021-01-08 16:00:00
2021-01-08 17:00,-3.9,-5.2,91.0,0.0,3.0,18.0,16.1,99.69,2021-01-08 17:00:00
2021-01-08 18:00,-3.2,-4.6,90.0,0.0,3.0,22.0,16.1,99.72,2021-01-08 18:00:00
2021-01-08 19:00,-4.2,-5.5,91.0,0.0,2.0,8.0,16.1,99.75,2021-01-08 19:00:00
2021-01-08 20:00,-5.0,-6.0,93.0,0.0,3.0,8.0,16.1,99.75,2021-01-08 20:00:00
2021-01-08 21:00,-5.5,-6.5,93.0,0.0,2.0,8.0,16.1,99.77,2021-01-08 21:00:00
2021-01-08 22:00,-6.1,-7.1,93.0,0.0,2.0,8.0,16.1,99.77,2021-01-08 22:00:00
2021-01-08 23:00,-6.4,-7.4,93.0,0.0,36.0,9.0,16.1,99.74,2021-01-08 23:00:00
2021-01-09 00:00,-5.8,-7.2,90.0,0.0,3.0,13.0,16.1,99.71,2021-01-09 00:00:00
2021-01-09 01:00,-6.1,-7.8,88.0,0.0,3.0,11.0,16.1,99.69,2021-01-09 01:00:00
2021-01-09 02:00,-6.6,-8.3,88.0,0.0,2.0,11.0,16.1,99.7,2021-01-09 02:00:00
2021-01-09 03:00,-7.1,-8.9,87.0,0.0,35.0,8.0,16.1,99.74,2021-01-09 03:00:00
2021-01-09 04:00,-7.8,-9.3,89.0,0.0,36.0,8.0,16.1,99.76,2021-01-09 04:00:00
2021-01-09 05:00,-7.2,-8.9,88.0,0.0,35.0,9.0,16.1,99.75,2021-01-09 05:00:00
2021-01-09 06:00,-7.0,-8.4,90.0,0.0,36.0,4.0,16.1,99.77,2021-01-09 06:00:00
2021-01-09 07:00,-7.0,-8.7,88.0,0.0,35.0,8.0,16.1,99.86,2021-01-09 07:00:00
2021-01-09 08:00,-6.2,-8.2,86.0,0.0,34.0,8.0,16.1,99.9,2021-01-09 08:00:00
2021-01-09 09:00,-4.8,-6.8,86.0,0.0,34.0,5.0,16.1,99.97,2021-01-09 09:00:00
2021-01-09 10:00,-2.6,-5.1,83.0,0.0,3.0,5.0,16.1,100.01,2021-01-09 10:00:00
2021-01-09 11:00,-0.9,-5.1,73.0,0.0,2.0,9.0,16.1,100.02,2021-01-09 11:00:00
2021-01-09 12:00,0.7,-5.9,61.0,0.0,2.0,8.0,16.1,99.96,2021-01-09 12:00:00
2021-01-09 13:00,1.8,-4.9,61.0,0.0,33.0,5.0,16.1,99.93,2021-01-09 13:00:00
2021-01-09 14:00,2.6,-4.0,62.0,0.0,31.0,9.0,16.1,99.93,2021-01-09 14:00:00
2021-01-09 15:00,3.0,-3.1,64.0,0.0,34.0,8.0,16.1,99.94,2021-01-09 15:00:00
2021-01-09 16:00,2.9,-1.5,73.0,0.0,34.0,5.0,16.1,99.96,2021-01-09 16:00:00
2021-01-09 17:00,0.8,-1.0,88.0,0.0,30.0,11.0,16.1,100.02,2021-01-09 17:00:00
2021-01-09 18:00,0.3,-1.2,90.0,0.0,31.0,9.0,16.1,100.06,2021-01-09 18:00:00
2021-01-09 19:00,-0.4,-1.5,92.0,0.0,33.0,9.0,16.1,100.1,2021-01-09 19:00:00
2021-01-09 20:00,-1.3,-2.0,95.0,0.0,32.0,4.0,16.1,100.12,2021-01-09 20:00:00
2021-01-09 21:00,-1.2,-2.3,92.0,0.0,2.0,8.0,16.1,100.13,2021-01-09 21:00:00
2021-01-09 22:00,-1.9,-2.6,95.0,0.0,32.0,5.0,16.1,100.12,2021-01-09 22:00:00
2021-01-09 23:00,-2.6,-3.1,96.0,0.0,30.0,8.0,16.1,100.13,2021-01-09 23:00:00
2021-01-10 00:00,-2.8,-3.2,97.0,0.0,31.0,5.0,16.1,100.12,2021-01-10 00:00:00
2021-01-10 01:00,-3.5,-3.9,97.0,0.0,30.0,9.0,16.1,100.12,2021-01-10 01:00:00
2021-01-10 02:00,-4.0,-4.4,97.0,0.0,32.0,5.0,16.1,100.12,2021-01-10 02:00:00
2021-01-10 03:00,-4.9,-5.2,98.0,0.0,,0.0,11.3,100.16,2021-01-10 03:00:00
2021-01-10 04:00,-6.1,-6.6,96.0,0.0,27.0,5.0,6.4,100.17,2021-01-10 04:00:00
2021-01-10 05:00,-5.7,-6.2,96.0,0.0,24.0,4.0,8.1,100.19,2021-01-10 05:00:00
2021-01-10 06:00,-5.7,-6.2,96.0,0.0,28.0,4.0,2.4,100.21,2021-01-10 06:00:00
2021-01-10 07:00,-6.4,-7.1,95.0,0.0,26.0,4.0,0.6,100.26,2021-01-10 07:00:00
2021-01-10 08:00,-6.7,-7.4,95.0,0.0,27.0,4.0,0.2,100.3,2021-01-10 08:00:00
2021-01-10 09:00,-3.9,-4.3,97.0,0.0,,0.0,11.3,100.32,2021-01-10 09:00:00
2021-01-10 10:00,-2.4,-2.7,98.0,0.0,26.0,4.0,16.1,100.36,2021-01-10 10:00:00
2021-01-10 11:00,-0.4,-2.2,88.0,0.0,28.0,8.0,16.1,100.35,2021-01-10 11:00:00
2021-01-10 12:00,1.2,-2.6,76.0,0.0,27.0,11.0,16.1,100.31,2021-01-10 12:00:00
2021-01-10 13:00,1.5,-3.5,70.0,0.0,27.0,11.0,16.1,100.23,2021-01-10 13:00:00
2021-01-10 14:00,2.0,-2.9,70.0,0.0,31.0,9.0,16.1,100.21,2021-01-10 14:00:00
2021-01-10 15:00,1.5,-2.6,74.0,0.0,29.0,8.0,16.1,100.19,2021-01-10 15:00:00
2021-01-10 16:00,0.6,-1.3,87.0,0.0,33.0,8.0,16.1,100.22,2021-01-10 16:00:00
2021-01-10 17:00,-0.3,-1.7,91.0,0.0,,0.0,16.1,100.24,2021-01-10 17:00:00
2021-01-10 18:00,-0.8,-1.4,96.0,0.0,,0.0,16.1,100.23,2021-01-10 18:00:00
2021-01-10 19:00,-1.2,-1.9,95.0,0.0,19.0,9.0,16.1,100.22,2021-01-10 19:00:00
2021-01-10 20:00,-1.6,-2.5,94.0,0.0,25.0,9.0,16.1,100.22,2021-01-10 20:00:00
2021-01-10 21:00,-1.8,-2.9,92.0,0.0,,0.0,16.1,100.22,2021-01-10 21:00:00
2021-01-10 22:00,-1.8,-2.5,95.0,0.0,,0.0,12.9,100.2,2021-01-10 22:00:00
2021-01-10 23:00,-2.8,-3.6,94.0,0.0,,0.0,9.7,100.19,2021-01-10 23:00:00
2021-01-11 00:00,-2.8,-3.4,96.0,0.0,24.0,8.0,6.4,100.19,2021-01-11 00:00:00
2021-01-11 01:00,-2.8,-3.4,96.0,0.0,24.0,5.0,4.8,100.16,2021-01-11 01:00:00
2021-01-11 02:00,-2.5,-3.5,93.0,0.0,26.0,8.0,6.4,100.16,2021-01-11 02:00:00
